"id_turma";"codigo";"nome_ascii";"docente_interno";"docente_externo";"nivel_ensino";"ano";"periodo";"capacidade_aluno";"local";"data_inicio";"data_fim";"codigo_turma";"descricao_horario";"observacao";"distancia";"tipo";"data_consolidacao";"agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes";"campus_turma";
"57583359";"MUT461";"HARMONIA II";"ff48dcc2944f19e4fb11d68b1462a0f5";"";"TÉCNICO";"2016";"2";"30";"Sala 23";"2016-07-25";"2016-12-10";"02";"3T12";"";"f";"1";"2016-12-16 11:14:34.008";"f";"28";"CONSOLIDADA";"";"Presencial";"";
"57583360";"MUT1902";"IMPROVISACAO 2";"50b3d062415e80b56e7b94357621b9f8";"";"TÉCNICO";"2016";"2";"15";"ESTÚDIO";"2016-07-25";"2016-12-10";"01";"3T12";"";"f";"1";"2016-12-17 20:33:04.189";"f";"32";"CONSOLIDADA";"";"Presencial";"";
"57583361";"MUT801";"INSTRUMENTO II";"9b92d826e7b587a9967dc36cd7cbf066";"";"TÉCNICO";"2016";"2";"3";"Sala 07";"2016-07-25";"2016-12-10";"01";"3T456";"";"f";"1";"2016-12-19 16:35:24.221";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583362";"MUT801";"INSTRUMENTO II";"3589f76e339e32e5363f6751f5481a61";"";"TÉCNICO";"2016";"2";"3";"Sala 06";"2016-07-25";"2016-12-10";"02";"3T123";"";"f";"1";"2016-12-12 20:13:16.554";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583363";"MUT801";"INSTRUMENTO II";"3589f76e339e32e5363f6751f5481a61";"";"TÉCNICO";"2016";"2";"3";"Sala 06";"2016-07-25";"2016-12-10";"03";"5T456";"";"f";"1";"2016-12-12 20:24:19.704";"f";"60";"CONSOLIDADA";"";"Presencial";"";
"57583364";"MUT801";"INSTRUMENTO II";"3589f76e339e32e5363f6751f5481a61";"";"TÉCNICO";"2016";"2";"3";"Sala 06";"2016-07-25";"2016-12-10";"04";"3T456";"";"f";"1";"2016-12-12 20:46:22.327";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583365";"MUT801";"INSTRUMENTO II";"86a3d35270499a799b68f530fc1de277";"";"TÉCNICO";"2016";"2";"3";"Sala 05";"2016-07-25";"2016-12-10";"05";"3M456";"";"f";"1";"2016-12-15 09:31:19.578";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583366";"MUT801";"INSTRUMENTO II";"48517cab7430175fae5290a22b139d84";"";"TÉCNICO";"2016";"2";"2";"Sala 'Q'";"2016-07-25";"2016-12-10";"06";"2T123";"";"f";"1";"2016-12-05 10:39:21.797";"f";"45";"CONSOLIDADA";"";"Presencial";"";
"57583367";"MUT801";"INSTRUMENTO II";"48517cab7430175fae5290a22b139d84";"";"TÉCNICO";"2016";"2";"2";"Sala 'Q'";"2016-07-25";"2016-12-10";"07";"3T123";"";"f";"1";"2016-12-05 10:40:33.614";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583368";"MUT801";"INSTRUMENTO II";"48517cab7430175fae5290a22b139d84";"";"TÉCNICO";"2016";"2";"2";"Sala 'Q'";"2016-07-25";"2016-12-10";"08";"3T456";"";"f";"1";"2016-12-05 10:41:41.298";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583369";"MUT801";"INSTRUMENTO II";"0ea70706829196e97ee31c6566a5aac8";"";"TÉCNICO";"2016";"2";"3";"Sala "S";"2016-07-25";"2016-12-10";"09";"3T456";"";"f";"1";"2016-12-20 18:46:07.965";"f";"48";"CONSOLIDADA";"";"Presencial";"";
"57583370";"MUT801";"INSTRUMENTO II";"d0f29498a6403d8c108c053c19a3be05";"";"TÉCNICO";"2016";"2";"3";"Sala "S";"2016-07-25";"2016-12-10";"10";"3T123";"";"f";"1";"2016-12-17 09:40:41.074";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583371";"MUT801";"INSTRUMENTO II";"41026c5f009d8d73565a162a9b739602";"";"TÉCNICO";"2016";"2";"3";"Sala "P";"2016-07-25";"2016-12-10";"11";"3T123";"";"f";"1";"2016-12-05 06:35:14.508";"f";"42";"CONSOLIDADA";"";"Presencial";"";
"57583372";"MUT801";"INSTRUMENTO II";"63916d74c5c35b3353b17075db8e0de7";"";"TÉCNICO";"2016";"2";"3";"Sala "P";"2016-07-25";"2016-12-10";"12";"3T456";"";"f";"1";"2016-12-12 15:22:21.523";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583373";"MUT801";"INSTRUMENTO II";"115ac8533b5e33158e1c57011d13b850";"";"TÉCNICO";"2016";"2";"3";"Sala 08";"2016-07-25";"2016-12-10";"13";"3T123";"";"f";"1";"2016-12-15 23:59:36.427";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583374";"MUT801";"INSTRUMENTO II";"67ecd5cc4e66eba12fa9242f60f4d226";"";"TÉCNICO";"2016";"2";"3";"Sala 04";"2016-07-25";"2016-12-10";"14";"4T123";"";"f";"1";"2016-12-20 08:52:52.504";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583375";"MUT801";"INSTRUMENTO II";"d14040f873aee03fde93fb67d01970d9";"";"TÉCNICO";"2016";"2";"3";"Sala 04";"2016-07-25";"2016-12-10";"15";"5T123";"";"f";"1";"2016-12-12 14:44:44.934";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583376";"MUT801";"INSTRUMENTO II";"68a86b404cc4c6f19cf550cb5a7ebd1b";"";"TÉCNICO";"2016";"2";"3";"Sala "E";"2016-07-25";"2016-12-10";"16";"3T123";"";"f";"1";"2016-11-18 18:00:13.542";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583377";"MUT801";"INSTRUMENTO II";"50b3d062415e80b56e7b94357621b9f8";"";"TÉCNICO";"2016";"2";"3";"Sala 15";"2016-07-25";"2016-12-10";"17";"2M123";"";"f";"1";"2016-12-17 20:35:45.729";"f";"45";"CONSOLIDADA";"";"Presencial";"";
"57583378";"MUT801";"INSTRUMENTO II";"50b3d062415e80b56e7b94357621b9f8";"";"TÉCNICO";"2016";"2";"3";"Sala 15";"2016-07-25";"2016-12-10";"18";"2M456";"";"f";"1";"2016-12-17 06:12:28.732";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583379";"MUT801";"INSTRUMENTO II";"4dfc8ef226c7e3b65aa0606ab4e99003";"";"TÉCNICO";"2016";"2";"3";"Sala 17 (Sala de Trombone)";"2016-07-25";"2016-12-10";"19";"5T123";"";"f";"1";"2016-12-14 16:41:21.462";"f";"60";"CONSOLIDADA";"";"Presencial";"";
"57583380";"MUT801";"INSTRUMENTO II";"79b26d2ac719b6ae87166d0cbd6cec34";"";"TÉCNICO";"2016";"2";"3";"Sala de Trompete";"2016-07-25";"2016-12-10";"20";"3T123";"";"f";"1";"2016-12-17 12:05:03.659";"f";"0";"CONSOLIDADA";"";"Presencial";"";
"57583381";"MUT801";"INSTRUMENTO II";"79b26d2ac719b6ae87166d0cbd6cec34";"";"TÉCNICO";"2016";"2";"3";"Sala de Trompete";"2016-07-25";"2016-12-10";"21";"2T456";"";"f";"1";"2016-12-17 12:06:42.324";"f";"0";"CONSOLIDADA";"";"Presencial";"";
"57583382";"MUT801";"INSTRUMENTO II";"35220953fe636c443d95b83a0d6785b8";"";"TÉCNICO";"2016";"2";"3";"Sala 17 (Sala de Trombone)";"2016-07-25";"2016-12-10";"22";"3T123";"";"f";"1";"2016-12-15 14:51:05.189";"f";"3";"CONSOLIDADA";"";"Presencial";"";
"57583383";"MUT801";"INSTRUMENTO II";"4256b1ed656339ea9c451dcfaca28741";"";"TÉCNICO";"2016";"2";"3";"Sala "U";"2016-07-25";"2016-12-10";"23";"5T456";"";"f";"1";"2016-12-16 12:10:04.847";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583384";"MUT801";"INSTRUMENTO II";"3198f10a0e9fde3d61c985e12192bb33";"";"TÉCNICO";"2016";"2";"3";"Sala 20";"2016-07-25";"2016-12-10";"24";"5T123";"";"f";"1";"2016-12-16 22:39:07.275";"f";"60";"CONSOLIDADA";"";"Presencial";"";
"57583385";"MUT801";"INSTRUMENTO II";"c1523bba236b7d10a47b4f04d8b011c5";"";"TÉCNICO";"2016";"2";"3";"Sala 20";"2016-07-25";"2016-12-10";"25";"3T456";"";"f";"1";"2016-12-15 17:53:21.822";"f";"0";"CONSOLIDADA";"";"Presencial";"";
"57583386";"MUT801";"INSTRUMENTO II";"b41b906b754cf695369a29deeb174b7a";"";"TÉCNICO";"2016";"2";"3";"Sala "R";"2016-07-25";"2016-12-10";"26";"4T123";"";"f";"1";"2016-12-10 07:16:46.865";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583387";"MUT801";"INSTRUMENTO II";"8cb537d0e0dc298099fc0a25a1251910";"";"TÉCNICO";"2016";"2";"3";"Sala "T";"2016-07-25";"2016-12-10";"27";"3T123";"";"f";"1";"2016-12-16 17:14:01.758";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583388";"MUT801";"INSTRUMENTO II";"3ff8444da0c58c8122cb3525cfdad359";"";"TÉCNICO";"2016";"2";"3";"Sala 14";"2016-07-25";"2016-12-10";"28";"3T123";"";"f";"1";"2016-12-16 08:57:02.072";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583389";"MUT801";"INSTRUMENTO II";"b41b906b754cf695369a29deeb174b7a";"";"TÉCNICO";"2016";"2";"3";"Sala "R";"2016-07-25";"2016-12-10";"29";"4T456";"";"f";"1";"2016-12-10 07:23:50.796";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583390";"MUT801";"INSTRUMENTO II";"8cb537d0e0dc298099fc0a25a1251910";"";"TÉCNICO";"2016";"2";"3";"Sala "T";"2016-07-25";"2016-12-10";"30";"3T456";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"";
"57583391";"MUT801";"INSTRUMENTO II";"3074a45b6d12ad822c2eb5c833f087b9";"";"TÉCNICO";"2016";"2";"3";"Sala 04";"2016-07-25";"2016-12-10";"31";"3T123";"";"f";"1";"2016-12-15 22:43:26.922";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583392";"MUT801";"INSTRUMENTO II";"3198f10a0e9fde3d61c985e12192bb33";"";"TÉCNICO";"2016";"2";"3";"Sala 20";"2016-07-25";"2016-12-10";"32";"3T123";"";"f";"1";"2016-12-16 22:54:54.04";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583393";"MUT801";"INSTRUMENTO II";"aed2e1fa8b35bab2163915c6bd1bd7aa";"";"TÉCNICO";"2016";"2";"3";"Sala 12";"2016-07-25";"2016-12-10";"33";"3T456";"";"f";"1";"2016-12-12 12:08:32.615";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583394";"MUT801";"INSTRUMENTO II";"d542bd7486f2c9dc8c326b09d22ab433";"";"TÉCNICO";"2016";"2";"3";"Sala "L";"2016-07-25";"2016-12-10";"34";"3T123";"";"f";"1";"2016-11-29 14:40:01.971";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583395";"MUT801";"INSTRUMENTO II";"4d65536cea4a17b4c95f0008b8b67ca7";"";"TÉCNICO";"2016";"2";"3";"Sala 06";"2016-07-25";"2016-12-10";"35";"6T123";"";"f";"1";"2016-12-27 16:38:28.857";"f";"0";"CONSOLIDADA";"";"Presencial";"";
"57583396";"MUT803";"INSTRUMENTO IV";"3589f76e339e32e5363f6751f5481a61";"";"TÉCNICO";"2016";"2";"3";"Sala 06";"2016-07-25";"2016-12-10";"01";"5T123";"";"f";"1";"2016-12-12 20:56:00.967";"f";"60";"CONSOLIDADA";"";"Presencial";"";
"57583409";"MUT801";"INSTRUMENTO II";"86a3d35270499a799b68f530fc1de277";"";"TÉCNICO";"2016";"2";"3";"Sala 05";"2016-07-25";"2016-12-10";"36";"3T123";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"";
"57583411";"MUT803";"INSTRUMENTO IV";"86a3d35270499a799b68f530fc1de277";"";"TÉCNICO";"2016";"2";"3";"Sala 05";"2016-07-25";"2016-12-10";"02";"3T123";"";"f";"1";"2016-12-15 09:34:17.179";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583412";"MUT803";"INSTRUMENTO IV";"c1523bba236b7d10a47b4f04d8b011c5";"";"TÉCNICO";"2016";"2";"3";"Sala "M";"2016-07-25";"2016-12-10";"03";"3T123";"";"f";"1";"2016-12-15 18:05:53.109";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583413";"MUT803";"INSTRUMENTO IV";"50b3d062415e80b56e7b94357621b9f8";"";"TÉCNICO";"2016";"2";"3";"Sala 15";"2016-07-25";"2016-12-10";"04";"5M123";"";"f";"1";"2016-12-17 06:14:33.984";"f";"48";"CONSOLIDADA";"";"Presencial";"";
"57583414";"MUT803";"INSTRUMENTO IV";"50b3d062415e80b56e7b94357621b9f8";"";"TÉCNICO";"2016";"2";"3";"Sala 15";"2016-07-25";"2016-12-10";"05";"5M456";"";"f";"1";"2016-12-17 06:22:24.682";"f";"48";"CONSOLIDADA";"";"Presencial";"";
"57583415";"MUT803";"INSTRUMENTO IV";"48517cab7430175fae5290a22b139d84";"";"TÉCNICO";"2016";"2";"2";"Sala 'Q'";"2016-07-25";"2016-12-10";"06";"4T123";"";"f";"1";"2016-12-05 10:43:27.234";"f";"45";"CONSOLIDADA";"";"Presencial";"";
"57583416";"MUT803";"INSTRUMENTO IV";"48517cab7430175fae5290a22b139d84";"";"TÉCNICO";"2016";"2";"2";"Sala 'Q'";"2016-07-25";"2016-12-10";"07";"5T456";"";"f";"1";"2016-12-12 15:11:33.329";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583417";"MUT803";"INSTRUMENTO IV";"9b92d826e7b587a9967dc36cd7cbf066";"";"TÉCNICO";"2016";"2";"3";"Sala 07";"2016-07-25";"2016-12-10";"08";"4T123";"";"f";"1";"2016-12-19 16:36:20.976";"f";"0";"CONSOLIDADA";"";"Presencial";"";
"57583418";"MUT803";"INSTRUMENTO IV";"40831b01609dda6af0b3083ec69fefcd";"";"TÉCNICO";"2016";"2";"3";"Sala "N";"2016-07-25";"2016-12-10";"09";"6T123";"";"f";"1";"2016-12-15 13:30:57.441";"f";"9";"CONSOLIDADA";"";"Presencial";"";
"57583419";"MUT803";"INSTRUMENTO IV";"0ea70706829196e97ee31c6566a5aac8";"";"TÉCNICO";"2016";"2";"3";"Sala "N";"2016-07-25";"2016-12-10";"10";"5T456";"";"f";"1";"2016-12-19 18:22:23.376";"f";"48";"CONSOLIDADA";"";"Presencial";"";
"57583420";"MUT803";"INSTRUMENTO IV";"d0f29498a6403d8c108c053c19a3be05";"";"TÉCNICO";"2016";"2";"3";"Sala "S";"2016-07-25";"2016-12-10";"11";"5T123";"";"f";"1";"2016-12-17 09:56:43.203";"f";"60";"CONSOLIDADA";"";"Presencial";"";
"57583421";"MUT803";"INSTRUMENTO IV";"d0f29498a6403d8c108c053c19a3be05";"";"TÉCNICO";"2016";"2";"3";"Sala "S";"2016-07-25";"2016-12-10";"12";"5T456";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"";
"57583422";"MUT803";"INSTRUMENTO IV";"63916d74c5c35b3353b17075db8e0de7";"";"TÉCNICO";"2016";"2";"3";"Sala "P";"2016-07-25";"2016-12-10";"13";"4T123";"";"f";"1";"2016-12-12 15:26:02.698";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583423";"MUT803";"INSTRUMENTO IV";"13a9bf98bbd810df8ac2ae9a5d2f7509";"";"TÉCNICO";"2016";"2";"3";"Sala "M";"2016-07-25";"2016-12-10";"14";"2T123";"";"f";"1";"2016-12-15 13:44:16.994";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583424";"MUT803";"INSTRUMENTO IV";"115ac8533b5e33158e1c57011d13b850";"";"TÉCNICO";"2016";"2";"3";"Sala 08";"2016-07-25";"2016-12-10";"15";"5T123";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"";
"57583425";"MUT803";"INSTRUMENTO IV";"115ac8533b5e33158e1c57011d13b850";"";"TÉCNICO";"2016";"2";"3";"Sala 08";"2016-07-25";"2016-12-10";"16";"4T456";"";"f";"1";"2016-12-16 00:04:27.969";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583426";"MUT803";"INSTRUMENTO IV";"3074a45b6d12ad822c2eb5c833f087b9";"";"TÉCNICO";"2016";"2";"3";"Sala 04";"2016-07-25";"2016-12-10";"17";"2T123";"";"f";"1";"2016-12-15 22:45:41.275";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583427";"MUT803";"INSTRUMENTO IV";"68a86b404cc4c6f19cf550cb5a7ebd1b";"";"TÉCNICO";"2016";"2";"3";"Sala "E";"2016-07-25";"2016-12-10";"18";"4T123";"";"f";"1";"2016-11-18 17:52:03.624";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583428";"MUT803";"INSTRUMENTO IV";"4dfc8ef226c7e3b65aa0606ab4e99003";"";"TÉCNICO";"2016";"2";"3";"Sala 17 (Sala de Trombone)";"2016-07-25";"2016-12-10";"19";"5T456";"";"f";"1";"2016-12-14 16:44:29.845";"f";"60";"CONSOLIDADA";"";"Presencial";"";
"57583429";"MUT803";"INSTRUMENTO IV";"4ae8aedb95f651fa0cc8ede8a12b85a8";"";"TÉCNICO";"2016";"2";"3";"Sala 18";"2016-07-25";"2016-12-10";"20";"3T123";"";"f";"1";"2016-12-12 11:47:00.926";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583430";"MUT803";"INSTRUMENTO IV";"79b26d2ac719b6ae87166d0cbd6cec34";"";"TÉCNICO";"2016";"2";"3";"Sala de Trompete";"2016-07-25";"2016-12-10";"21";"5T123";"";"f";"1";"2016-12-16 17:22:24.467";"f";"0";"CONSOLIDADA";"";"Presencial";"";
"57583432";"MUT803";"INSTRUMENTO IV";"35220953fe636c443d95b83a0d6785b8";"";"TÉCNICO";"2016";"2";"3";"Sala 17 (Sala de Trombone)";"2016-07-25";"2016-12-10";"22";"4T123";"";"f";"1";"2016-12-15 14:58:31.181";"f";"48";"CONSOLIDADA";"";"Presencial";"";
"57583433";"MUT803";"INSTRUMENTO IV";"35220953fe636c443d95b83a0d6785b8";"";"TÉCNICO";"2016";"2";"3";"Sala 17 (Sala de Trombone)";"2016-07-25";"2016-12-10";"23";"4T456";"";"f";"1";"2016-12-15 15:14:29.063";"f";"3";"CONSOLIDADA";"";"Presencial";"";
"57583434";"MUT803";"INSTRUMENTO IV";"aed2e1fa8b35bab2163915c6bd1bd7aa";"";"TÉCNICO";"2016";"2";"3";"Sala 12";"2016-07-25";"2016-12-10";"24";"5T123";"";"f";"1";"2016-12-12 12:14:58.441";"f";"0";"CONSOLIDADA";"";"Presencial";"";
"57583436";"MUT803";"INSTRUMENTO IV";"e5579a20bf5519686227fe232cc1ae82";"";"TÉCNICO";"2016";"2";"3";"Sala "M";"2016-07-25";"2016-12-10";"25";"4T123";"";"f";"1";"2016-12-17 14:02:56.63";"f";"48";"CONSOLIDADA";"";"Presencial";"";
"57583437";"MUT803";"INSTRUMENTO IV";"8cb537d0e0dc298099fc0a25a1251910";"";"TÉCNICO";"2016";"2";"3";"Sala "T";"2016-07-25";"2016-12-10";"26";"4T123";"";"f";"1";"2016-12-16 17:24:07.939";"f";"48";"CONSOLIDADA";"";"Presencial";"";
"57583439";"MUT803";"INSTRUMENTO IV";"3ff8444da0c58c8122cb3525cfdad359";"";"TÉCNICO";"2016";"2";"3";"Sala 14";"2016-07-25";"2016-12-10";"27";"3T456";"";"f";"1";"2016-12-16 08:59:13.851";"f";"57";"CONSOLIDADA";"";"Presencial";"";
"57583440";"MUT803";"INSTRUMENTO IV";"4256b1ed656339ea9c451dcfaca28741";"";"TÉCNICO";"2016";"2";"3";"Sala "U";"2016-07-25";"2016-12-10";"28";"5T123";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"";
"57583441";"MUT803";"INSTRUMENTO IV";"68a86b404cc4c6f19cf550cb5a7ebd1b";"";"TÉCNICO";"2016";"2";"3";"Sala "E";"2016-07-25";"2016-12-10";"29";"5T456";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"";
"57583442";"MUT803";"INSTRUMENTO IV";"3074a45b6d12ad822c2eb5c833f087b9";"";"TÉCNICO";"2016";"2";"3";"Sala "A";"2016-07-25";"2016-12-10";"30";"4T123";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"";
"57583443";"MUT803";"INSTRUMENTO IV";"db3821e59dcaaa8a2b9e28be0cfba5f1";"";"TÉCNICO";"2016";"2";"3";"Sala "N";"2016-07-25";"2016-12-10";"31";"6M456";"";"f";"1";"";"f";"";"EXCLUÍDA";"";"Presencial";"";
"57583444";"MUT803";"INSTRUMENTO IV";"d0f29498a6403d8c108c053c19a3be05";"";"TÉCNICO";"2016";"2";"3";"Sala "S";"2016-07-25";"2016-12-10";"32";"2T123";"";"f";"1";"2016-12-17 10:07:01.322";"f";"54";"CONSOLIDADA";"";"Presencial";"";
"57583445";"MUT804";"INSTRUMENTO V";"50b3d062415e80b56e7b94357621b9f8";"";"TÉCNICO";"2016";"2";"3";"Sala 15";"2016-07-25";"2016-12-10";"01";"3M123";"";"f";"1";"2016-12-17 06:21:23.197";"f";"48";"CONSOLIDADA";"";"Presencial";"";
"57583446";"MUT804";"INSTRUMENTO V";"b41b906b754cf695369a29deeb174b7a";"";"TÉCNICO";"2016";"2";"3";"Sala "R";"2016-07-25";"2016-12-10";"02";"5T123";"";"f";"1";"2016-12-17 09:20:13.744";"f";"60";"CONSOLIDADA";"";"Presencial";"";
"57583447";"MUT804";"INSTRUMENTO V";"115ac8533b5e33158e1c57011d13b850";"";"TÉCNICO";"2016";"2";"3";"Sala 08";"2016-07-25";"2016-12-10";"03";"4T123";"";"f";"1";"2016-12-16 00:05:39.15";"f";"51";"CONSOLIDADA";"";"Presencial";"";
"57583448";"MUT804";"INSTRUMENTO V";"4256b1ed656339ea9c451dcfaca28741";"";"TÉCNICO";"2016";"2";"3";"Sala "U";"2016-07-25";"2016-12-10";"04";"4T123";"";"f";"1";"2016-12-14 13:15:04.221";"f";"48";"CONSOLIDADA";"";"Presencial";"";
